window_id,embedding_idx
PX480443_7000_8000,250
PX480443_7500_8500,251
PX480443_8000_9000,252
PX480443_8500_9500,253
PX480443_9000_10000,254
PX480443_9500_10500,255
PX480442_0_1000,256
PX480442_500_1500,257
PX480442_1000_2000,258
PX480442_1500_2500,259
PX480442_2000_3000,260
PX480442_2500_3500,261
PX480442_3000_4000,262
PX480442_3500_4500,263
PX480442_4000_5000,264
PX480442_4500_5500,265
PX480442_5000_6000,266
PX480442_5500_6500,267
PX480442_6000_7000,268
PX480442_6500_7500,269
PX480442_7000_8000,270
PX480442_7500_8500,271
PX480442_8000_9000,272
PX480442_8500_9500,273
PX480442_9000_10000,274
PX480442_9500_10500,275
PX480441_0_1000,276
PX480441_500_1500,277
PX480441_1000_2000,278
PX480441_1500_2500,279
PX480441_2000_3000,280
PX480441_2500_3500,281
PX480441_3000_4000,282
PX480441_3500_4500,283
PX480441_4000_5000,284
PX480441_4500_5500,285
PX480441_5000_6000,286
PX480441_5500_6500,287
PX480441_6000_7000,288
PX480441_6500_7500,289
PX480441_7000_8000,290
PX480441_7500_8500,291
PX480441_8000_9000,292
PX480441_8500_9500,293
PX480441_9000_10000,294
PX480441_9500_10500,295
PX480440_0_1000,296
PX480440_500_1500,297
PX480440_1000_2000,298
PX480440_1500_2500,299
PX480440_2000_3000,300
PX480440_2500_3500,301
PX480440_3000_4000,302
PX480440_3500_4500,303
PX480440_4000_5000,304
PX480440_4500_5500,305
PX480440_5000_6000,306
PX480440_5500_6500,307
PX480440_6000_7000,308
PX480440_6500_7500,309
PX480440_7000_8000,310
PX480440_7500_8500,311
PX480440_8000_9000,312
PX480440_8500_9500,313
PX480440_9000_10000,314
PX480440_9500_10500,315
PX480439_0_1000,316
PX480439_500_1500,317
PX480439_1000_2000,318
PX480439_1500_2500,319
PX480439_2000_3000,320
PX480439_2500_3500,321
PX480439_3000_4000,322
PX480439_3500_4500,323
PX480439_4000_5000,324
PX480439_4500_5500,325
PX480439_5000_6000,326
PX480439_5500_6500,327
PX480439_6000_7000,328
PX480439_6500_7500,329
PX480439_7000_8000,330
PX480439_7500_8500,331
PX480439_8000_9000,332
PX480439_8500_9500,333
PX480439_9000_10000,334
PX480439_9500_10500,335
PX480438_0_1000,336
PX480438_500_1500,337
PX480438_1000_2000,338
PX480438_1500_2500,339
PX480438_2000_3000,340
PX480438_2500_3500,341
PX480438_3000_4000,342
PX480438_3500_4500,343
PX480438_4000_5000,344
PX480438_4500_5500,345
PX480438_5000_6000,346
PX480438_5500_6500,347
PX480438_6000_7000,348
PX480438_6500_7500,349
PX480438_7000_8000,350
PX480438_7500_8500,351
PX480438_8000_9000,352
PX480438_8500_9500,353
PX480438_9000_10000,354
PX480438_9500_10500,355
PX480437_0_1000,356
PX480437_500_1500,357
PX480437_1000_2000,358
PX480437_1500_2500,359
PX480437_2000_3000,360
PX480437_2500_3500,361
PX480437_3000_4000,362
PX480437_3500_4500,363
PX480437_4000_5000,364
PX480437_4500_5500,365
PX480437_5000_6000,366
PX480437_5500_6500,367
PX480437_6000_7000,368
PX480437_6500_7500,369
PX480437_7000_8000,370
PX480437_7500_8500,371
PX480437_8000_9000,372
PX480437_8500_9500,373
PX480437_9000_10000,374
PX480437_9500_10500,375
PX480436_0_1000,376
PX480436_500_1500,377
PX480436_1000_2000,378
PX480436_1500_2500,379
PX480436_2000_3000,380
PX480436_2500_3500,381
PX480436_3000_4000,382
PX480436_3500_4500,383
PX480436_4000_5000,384
PX480436_4500_5500,385
PX480436_5000_6000,386
PX480436_5500_6500,387
PX480436_6000_7000,388
PX480436_6500_7500,389
PX480436_7000_8000,390
PX480436_7500_8500,391
PX480436_8000_9000,392
PX480436_8500_9500,393
PX480436_9000_10000,394
PX480436_9500_10500,395
PX480435_0_1000,396
PX480435_500_1500,397
PX480435_1000_2000,398
PX480435_1500_2500,399
PX480435_2000_3000,400
PX480435_2500_3500,401
PX480435_3000_4000,402
PX480435_3500_4500,403
PX480435_4000_5000,404
PX480435_4500_5500,405
PX480435_5000_6000,406
PX480435_5500_6500,407
PX480435_6000_7000,408
PX480435_6500_7500,409
PX480435_7000_8000,410
PX480435_7500_8500,411
PX480435_8000_9000,412
PX480435_8500_9500,413
PX480435_9000_10000,414
PX480435_9500_10500,415
PX480434_0_1000,416
PX480434_500_1500,417
PX480434_1000_2000,418
PX480434_1500_2500,419
PX480434_2000_3000,420
PX480434_2500_3500,421
PX480434_3000_4000,422
PX480434_3500_4500,423
PX480434_4000_5000,424
PX480434_4500_5500,425
PX480434_5000_6000,426
PX480434_5500_6500,427
PX480434_6000_7000,428
PX480434_6500_7500,429
PX480434_7000_8000,430
PX480434_7500_8500,431
PX480434_8000_9000,432
PX480434_8500_9500,433
PX480434_9000_10000,434
PX480434_9500_10500,435
PX480433_0_1000,436
PX480433_500_1500,437
PX480433_1000_2000,438
PX480433_1500_2500,439
PX480433_2000_3000,440
PX480433_2500_3500,441
PX480433_3000_4000,442
PX480433_3500_4500,443
PX480433_4000_5000,444
PX480433_4500_5500,445
PX480433_5000_6000,446
PX480433_5500_6500,447
PX480433_6000_7000,448
PX480433_6500_7500,449
PX480433_7000_8000,450
PX480433_7500_8500,451
PX480433_8000_9000,452
PX480433_8500_9500,453
PX480433_9000_10000,454
PX480433_9500_10500,455
PX480432_0_1000,456
PX480432_500_1500,457
PX480432_1000_2000,458
PX480432_1500_2500,459
PX480432_2000_3000,460
PX480432_2500_3500,461
PX480432_3000_4000,462
PX480432_3500_4500,463
PX480432_4000_5000,464
PX480432_4500_5500,465
PX480432_5000_6000,466
PX480432_5500_6500,467
PX480432_6000_7000,468
PX480432_6500_7500,469
PX480432_7000_8000,470
PX480432_7500_8500,471
PX480432_8000_9000,472
PX480432_8500_9500,473
PX480432_9000_10000,474
PX480432_9500_10500,475
PX480431_0_1000,476
PX480431_500_1500,477
PX480431_1000_2000,478
PX480431_1500_2500,479
PX480431_2000_3000,480
PX480431_2500_3500,481
PX480431_3000_4000,482
PX480431_3500_4500,483
PX480431_4000_5000,484
PX480431_4500_5500,485
PX480431_5000_6000,486
PX480431_5500_6500,487
PX480431_6000_7000,488
PX480431_6500_7500,489
PX480431_7000_8000,490
PX480431_7500_8500,491
PX480431_8000_9000,492
PX480431_8500_9500,493
PX480431_9000_10000,494
PX480431_9500_10500,495
PX480430_0_1000,496
PX480430_500_1500,497
PX480430_1000_2000,498
PX480430_1500_2500,499
PX480430_2000_3000,500
PX480430_2500_3500,501
PX480430_3000_4000,502
PX480430_3500_4500,503
PX480430_4000_5000,504
PX480430_4500_5500,505
PX480430_5000_6000,506
PX480430_5500_6500,507
PX480430_6000_7000,508
PX480430_6500_7500,509
PX480430_7000_8000,510
PX480430_7500_8500,511
PX480430_8000_9000,512
PX480430_8500_9500,513
PX480430_9000_10000,514
PX480430_9500_10500,515
PX480429_0_1000,516
PX480429_500_1500,517
PX480429_1000_2000,518
PX480429_1500_2500,519
PX480429_2000_3000,520
PX480429_2500_3500,521
PX480429_3000_4000,522
PX480429_3500_4500,523
PX480429_4000_5000,524
PX480429_4500_5500,525
PX480429_5000_6000,526
PX480429_5500_6500,527
PX480429_6000_7000,528
PX480429_6500_7500,529
PX480429_7000_8000,530
PX480429_7500_8500,531
PX480429_8000_9000,532
PX480429_8500_9500,533
PX480429_9000_10000,534
PX480429_9500_10500,535
PX480428_0_1000,536
PX480428_500_1500,537
PX480428_1000_2000,538
PX480428_1500_2500,539
PX480428_2000_3000,540
PX480428_2500_3500,541
PX480428_3000_4000,542
PX480428_3500_4500,543
PX480428_4000_5000,544
PX480428_4500_5500,545
PX480428_5000_6000,546
PX480428_5500_6500,547
PX480428_6000_7000,548
PX480428_6500_7500,549
PX480428_7000_8000,550
PX480428_7500_8500,551
PX480428_8000_9000,552
PX480428_8500_9500,553
PX480428_9000_10000,554
PX480428_9500_10500,555
PX480427_0_1000,556
PX480427_500_1500,557
PX480427_1000_2000,558
PX480427_1500_2500,559
PX480427_2000_3000,560
PX480427_2500_3500,561
PX480427_3000_4000,562
PX480427_3500_4500,563
PX480427_4000_5000,564
PX480427_4500_5500,565
PX480427_5000_6000,566
PX480427_5500_6500,567
PX480427_6000_7000,568
PX480427_6500_7500,569
PX480427_7000_8000,570
PX480427_7500_8500,571
PX480427_8000_9000,572
PX480427_8500_9500,573
PX480427_9000_10000,574
PX480427_9500_10500,575
PX480426_0_1000,576
PX480426_500_1500,577
PX480426_1000_2000,578
PX480426_1500_2500,579
PX480426_2000_3000,580
PX480426_2500_3500,581
PX480426_3000_4000,582
PX480426_3500_4500,583
PX480426_4000_5000,584
PX480426_4500_5500,585
PX480426_5000_6000,586
PX480426_5500_6500,587
PX480426_6000_7000,588
PX480426_6500_7500,589
PX480426_7000_8000,590
PX480426_7500_8500,591
PX480426_8000_9000,592
PX480426_8500_9500,593
PX480426_9000_10000,594
PX480426_9500_10500,595
PX480425_0_1000,596
PX480425_500_1500,597
PX480425_1000_2000,598
PX480425_1500_2500,599
PX480425_2000_3000,600
PX480425_2500_3500,601
PX480425_3000_4000,602
PX480425_3500_4500,603
PX480425_4000_5000,604
PX480425_4500_5500,605
PX480425_5000_6000,606
PX480425_5500_6500,607
PX480425_6000_7000,608
PX480425_6500_7500,609
PX480425_7000_8000,610
PX480425_7500_8500,611
PX480425_8000_9000,612
PX480425_8500_9500,613
PX480425_9000_10000,614
PX480425_9500_10500,615
PX480424_0_1000,616
PX480424_500_1500,617
PX480424_1000_2000,618
PX480424_1500_2500,619
PX480424_2000_3000,620
PX480424_2500_3500,621
PX480424_3000_4000,622
PX480424_3500_4500,623
PX480424_4000_5000,624
PX480424_4500_5500,625
PX480424_5000_6000,626
PX480424_5500_6500,627
PX480424_6000_7000,628
PX480424_6500_7500,629
PX480424_7000_8000,630
PX480424_7500_8500,631
PX480424_8000_9000,632
PX480424_8500_9500,633
PX480424_9000_10000,634
PX480424_9500_10500,635
PX480423_0_1000,636
PX480423_500_1500,637
PX480423_1000_2000,638
PX480423_1500_2500,639
PX480423_2000_3000,640
PX480423_2500_3500,641
PX480423_3000_4000,642
PX480423_3500_4500,643
PX480423_4000_5000,644
PX480423_4500_5500,645
PX480423_5000_6000,646
PX480423_5500_6500,647
PX480423_6000_7000,648
PX480423_6500_7500,649
PX480423_7000_8000,650
PX480423_7500_8500,651
PX480423_8000_9000,652
PX480423_8500_9500,653
PX480423_9000_10000,654
PX480423_9500_10500,655
PX480422_0_1000,656
PX480422_500_1500,657
PX480422_1000_2000,658
PX480422_1500_2500,659
PX480422_2000_3000,660
PX480422_2500_3500,661
PX480422_3000_4000,662
PX480422_3500_4500,663
PX480422_4000_5000,664
PX480422_4500_5500,665
PX480422_5000_6000,666
PX480422_5500_6500,667
PX480422_6000_7000,668
PX480422_6500_7500,669
PX480422_7000_8000,670
PX480422_7500_8500,671
PX480422_8000_9000,672
PX480422_8500_9500,673
PX480422_9000_10000,674
PX480422_9500_10500,675
PX480421_0_1000,676
PX480421_500_1500,677
PX480421_1000_2000,678
PX480421_1500_2500,679
PX480421_2000_3000,680
PX480421_2500_3500,681
PX480421_3000_4000,682
PX480421_3500_4500,683
PX480421_4000_5000,684
PX480421_4500_5500,685
PX480421_5000_6000,686
PX480421_5500_6500,687
PX480421_6000_7000,688
PX480421_6500_7500,689
PX480421_7000_8000,690
PX480421_7500_8500,691
PX480421_8000_9000,692
PX480421_8500_9500,693
PX480421_9000_10000,694
PX480421_9500_10500,695
PX480420_0_1000,696
PX480420_500_1500,697
PX480420_1000_2000,698
PX480420_1500_2500,699
PX480420_2000_3000,700
PX480420_2500_3500,701
PX480420_3000_4000,702
PX480420_3500_4500,703
PX480420_4000_5000,704
PX480420_4500_5500,705
PX480420_5000_6000,706
PX480420_5500_6500,707
PX480420_6000_7000,708
PX480420_6500_7500,709
PX480420_7000_8000,710
PX480420_7500_8500,711
PX480420_8000_9000,712
PX480420_8500_9500,713
PX480420_9000_10000,714
PX480420_9500_10500,715
PX480419_0_1000,716
PX480419_500_1500,717
PX480419_1000_2000,718
PX480419_1500_2500,719
PX480419_2000_3000,720
PX480419_2500_3500,721
PX480419_3000_4000,722
PX480419_3500_4500,723
PX480419_4000_5000,724
PX480419_4500_5500,725
PX480419_5000_6000,726
PX480419_5500_6500,727
PX480419_6000_7000,728
PX480419_6500_7500,729
PX480419_7000_8000,730
PX480419_7500_8500,731
PX480419_8000_9000,732
PX480419_8500_9500,733
PX480419_9000_10000,734
PX480419_9500_10500,735
PX480418_0_1000,736
PX480418_500_1500,737
PX480418_1000_2000,738
PX480418_1500_2500,739
PX480418_2000_3000,740
PX480418_2500_3500,741
PX480418_3000_4000,742
PX480418_3500_4500,743
PX480418_4000_5000,744
PX480418_4500_5500,745
PX480418_5000_6000,746
PX480418_5500_6500,747
PX480418_6000_7000,748
PX480418_6500_7500,749
PX480418_7000_8000,750
PX480418_7500_8500,751
PX480418_8000_9000,752
PX480418_8500_9500,753
PX480418_9000_10000,754
PX480418_9500_10500,755
PX480417_0_1000,756
PX480417_500_1500,757
PX480417_1000_2000,758
PX480417_1500_2500,759
PX480417_2000_3000,760
PX480417_2500_3500,761
PX480417_3000_4000,762
PX480417_3500_4500,763
PX480417_4000_5000,764
PX480417_4500_5500,765
PX480417_5000_6000,766
PX480417_5500_6500,767
PX480417_6000_7000,768
PX480417_6500_7500,769
PX480417_7000_8000,770
PX480417_7500_8500,771
PX480417_8000_9000,772
PX480417_8500_9500,773
PX480417_9000_10000,774
PX480417_9500_10500,775
PX480416_0_1000,776
PX480416_500_1500,777
PX480416_1000_2000,778
PX480416_1500_2500,779
PX480416_2000_3000,780
PX480416_2500_3500,781
PX480416_3000_4000,782
PX480416_3500_4500,783
PX480416_4000_5000,784
PX480416_4500_5500,785
PX480416_5000_6000,786
PX480416_5500_6500,787
PX480416_6000_7000,788
PX480416_6500_7500,789
PX480416_7000_8000,790
PX480416_7500_8500,791
PX480416_8000_9000,792
PX480416_8500_9500,793
PX480416_9000_10000,794
PX480416_9500_10500,795
PX480415_0_1000,796
PX480415_500_1500,797
PX480415_1000_2000,798
PX480415_1500_2500,799
PX480415_2000_3000,800
PX480415_2500_3500,801
PX480415_3000_4000,802
PX480415_3500_4500,803
PX480415_4000_5000,804
PX480415_4500_5500,805
PX480415_5000_6000,806
PX480415_5500_6500,807
PX480415_6000_7000,808
PX480415_6500_7500,809
PX480415_7000_8000,810
PX480415_7500_8500,811
PX480415_8000_9000,812
PX480415_8500_9500,813
PX480415_9000_10000,814
PX480415_9500_10500,815
PX480414_0_1000,816
PX480414_500_1500,817
PX480414_1000_2000,818
PX480414_1500_2500,819
PX480414_2000_3000,820
PX480414_2500_3500,821
PX480414_3000_4000,822
PX480414_3500_4500,823
PX480414_4000_5000,824
PX480414_4500_5500,825
PX480414_5000_6000,826
PX480414_5500_6500,827
PX480414_6000_7000,828
PX480414_6500_7500,829
PX480414_7000_8000,830
PX480414_7500_8500,831
PX480414_8000_9000,832
PX480414_8500_9500,833
PX480414_9000_10000,834
PX480414_9500_10500,835
PX480413_0_1000,836
PX480413_500_1500,837
PX480413_1000_2000,838
PX480413_1500_2500,839
PX480413_2000_3000,840
PX480413_2500_3500,841
PX480413_3000_4000,842
PX480413_3500_4500,843
PX480413_4000_5000,844
PX480413_4500_5500,845
PX480413_5000_6000,846
PX480413_5500_6500,847
PX480413_6000_7000,848
PX480413_6500_7500,849
PX480413_7000_8000,850
PX480413_7500_8500,851
PX480413_8000_9000,852
PX480413_8500_9500,853
PX480413_9000_10000,854
PX480413_9500_10500,855
PX480412_0_1000,856
PX480412_500_1500,857
PX480412_1000_2000,858
PX480412_1500_2500,859
PX480412_2000_3000,860
PX480412_2500_3500,861
PX480412_3000_4000,862
PX480412_3500_4500,863
PX480412_4000_5000,864
PX480412_4500_5500,865
PX480412_5000_6000,866
PX480412_5500_6500,867
PX480412_6000_7000,868
PX480412_6500_7500,869
PX480412_7000_8000,870
PX480412_7500_8500,871
PX480412_8000_9000,872
PX480412_8500_9500,873
PX480412_9000_10000,874
PX480412_9500_10500,875
PX480411_0_1000,876
PX480411_500_1500,877
PX480411_1000_2000,878
PX480411_1500_2500,879
PX480411_2000_3000,880
PX480411_2500_3500,881
PX480411_3000_4000,882
PX480411_3500_4500,883
PX480411_4000_5000,884
PX480411_4500_5500,885
PX480411_5000_6000,886
PX480411_5500_6500,887
PX480411_6000_7000,888
PX480411_6500_7500,889
PX480411_7000_8000,890
PX480411_7500_8500,891
PX480411_8000_9000,892
PX480411_8500_9500,893
PX480411_9000_10000,894
PX480411_9500_10500,895
PX480410_0_1000,896
PX480410_500_1500,897
PX480410_1000_2000,898
PX480410_1500_2500,899
PX480410_2000_3000,900
PX480410_2500_3500,901
PX480410_3000_4000,902
PX480410_3500_4500,903
PX480410_4000_5000,904
PX480410_4500_5500,905
PX480410_5000_6000,906
PX480410_5500_6500,907
PX480410_6000_7000,908
PX480410_6500_7500,909
PX480410_7000_8000,910
PX480410_7500_8500,911
PX480410_8000_9000,912
PX480410_8500_9500,913
PX480410_9000_10000,914
PX480410_9500_10500,915
PX480409_0_1000,916
PX480409_500_1500,917
PX480409_1000_2000,918
PX480409_1500_2500,919
PX480409_2000_3000,920
PX480409_2500_3500,921
PX480409_3000_4000,922
PX480409_3500_4500,923
PX480409_4000_5000,924
PX480409_4500_5500,925
PX480409_5000_6000,926
PX480409_5500_6500,927
PX480409_6000_7000,928
PX480409_6500_7500,929
PX480409_7000_8000,930
PX480409_7500_8500,931
PX480409_8000_9000,932
PX480409_8500_9500,933
PX480409_9000_10000,934
PX480409_9500_10500,935
PX480408_0_1000,936
PX480408_500_1500,937
PX480408_1000_2000,938
PX480408_1500_2500,939
PX480408_2000_3000,940
PX480408_2500_3500,941
PX480408_3000_4000,942
PX480408_3500_4500,943
PX480408_4000_5000,944
PX480408_4500_5500,945
PX480408_5000_6000,946
PX480408_5500_6500,947
PX480408_6000_7000,948
PX480408_6500_7500,949
PX480408_7000_8000,950
PX480408_7500_8500,951
PX480408_8000_9000,952
PX480408_8500_9500,953
PX480408_9000_10000,954
PX480408_9500_10500,955
PX480407_0_1000,956
PX480407_500_1500,957
PX480407_1000_2000,958
PX480407_1500_2500,959
PX480407_2000_3000,960
PX480407_2500_3500,961
PX480407_3000_4000,962
PX480407_3500_4500,963
PX480407_4000_5000,964
PX480407_4500_5500,965
PX480407_5000_6000,966
PX480407_5500_6500,967
PX480407_6000_7000,968
PX480407_6500_7500,969
PX480407_7000_8000,970
PX480407_7500_8500,971
PX480407_8000_9000,972
PX480407_8500_9500,973
PX480407_9000_10000,974
PX480407_9500_10500,975
PX480406_0_1000,976
PX480406_500_1500,977
PX480406_1000_2000,978
PX480406_1500_2500,979
PX480406_2000_3000,980
PX480406_2500_3500,981
PX480406_3000_4000,982
PX480406_3500_4500,983
PX480406_4000_5000,984
PX480406_4500_5500,985
PX480406_5000_6000,986
PX480406_5500_6500,987
PX480406_6000_7000,988
PX480406_6500_7500,989
PX480406_7000_8000,990
PX480406_7500_8500,991
PX480406_8000_9000,992
PX480406_8500_9500,993
PX480406_9000_10000,994
PX480406_9500_10500,995
PX480405_0_1000,996
PX480405_500_1500,997
PX480405_1000_2000,998
PX480405_1500_2500,999
PX480405_2000_3000,1000
PX480405_2500_3500,1001
PX480405_3000_4000,1002
PX480405_3500_4500,1003
PX480405_4000_5000,1004
PX480405_4500_5500,1005
PX480405_5000_6000,1006
PX480405_5500_6500,1007
PX480405_6000_7000,1008
PX480405_6500_7500,1009
PX480405_7000_8000,1010
PX480405_7500_8500,1011
PX480405_8000_9000,1012
PX480405_8500_9500,1013
PX480405_9000_10000,1014
PX480405_9500_10500,1015
PX480404_0_1000,1016
PX480404_500_1500,1017
PX480404_1000_2000,1018
PX480404_1500_2500,1019
PX480404_2000_3000,1020
PX480404_2500_3500,1021
PX480404_3000_4000,1022
PX480404_3500_4500,1023
PX480404_4000_5000,1024
PX480404_4500_5500,1025
PX480404_5000_6000,1026
PX480404_5500_6500,1027
PX480404_6000_7000,1028
PX480404_6500_7500,1029
PX480404_7000_8000,1030
PX480404_7500_8500,1031
PX480404_8000_9000,1032
PX480404_8500_9500,1033
PX480404_9000_10000,1034
PX480404_9500_10500,1035
PX480403_0_1000,1036
PX480403_500_1500,1037
PX480403_1000_2000,1038
PX480403_1500_2500,1039
PX480403_2000_3000,1040
PX480403_2500_3500,1041
PX480403_3000_4000,1042
PX480403_3500_4500,1043
PX480403_4000_5000,1044
PX480403_4500_5500,1045
PX480403_5000_6000,1046
PX480403_5500_6500,1047
PX480403_6000_7000,1048
PX480403_6500_7500,1049
PX480403_7000_8000,1050
PX480403_7500_8500,1051
PX480403_8000_9000,1052
PX480403_8500_9500,1053
PX480403_9000_10000,1054
PX480403_9500_10500,1055
PX480402_0_1000,1056
PX480402_500_1500,1057
PX480402_1000_2000,1058
PX480402_1500_2500,1059
PX480402_2000_3000,1060
PX480402_2500_3500,1061
PX480402_3000_4000,1062
PX480402_3500_4500,1063
PX480402_4000_5000,1064
PX480402_4500_5500,1065
PX480402_5000_6000,1066
PX480402_5500_6500,1067
PX480402_6000_7000,1068
PX480402_6500_7500,1069
PX480402_7000_8000,1070
PX480402_7500_8500,1071
PX480402_8000_9000,1072
PX480402_8500_9500,1073
PX480402_9000_10000,1074
PX480402_9500_10500,1075
PX480401_0_1000,1076
